GCF001611975	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Haematospirillum	Haematospirillum jordaniae
GCF001612555	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp001612555
GCF001612615	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia amikacinitolerans
GCF001612635	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia africana
GCF001612665	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia alba
GCF001612685	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia altamirensis
GCF001612725	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia anaemiae
GCF001612745	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia amamiensis
GCF001612765	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia arthritidis
GCF001612785	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia beijingensis
GCF001612805	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia coubleae
GCF001612825	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia caishijiensis
GCF001612885	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia harenae
GCF001612905	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia ignorata
GCF001612945	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia inohanensis
GCF001612965	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia kruczakiae
GCF001612985	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia gamkensis
GCF001613005	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia nova
GCF001613045	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia lijiangensis
GCF001613065	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia miyunensis
GCF001613085	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia salmonicida
GCF001613105	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia pseudobrasiliensis
GCF001613125	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia shimofusensis
GCF001613145	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia jejuensis
GCF001613165	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia mexicana
GCF001613205	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia sienata
GCF001613225	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia pseudovaccinii
GCF001613245	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia speluncae
GCF001613265	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia vermiculata
GCF001613305	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia vaccinii
GCF001613325	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia yamanashiensis
GCF001613345	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia uniformis
GCF001613365	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia xishanensis
GCF001613385	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia flavorosea
GCF001613405	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia crassostreae
GCF001613425	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia vulneris
GCF001613445	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia grenadensis
GCF001613465	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia niwae
GCF001613505	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia mikamii
GCF001613545	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	Terrimicrobium sacchariphilum
GCF001613795	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Thalassospiraceae	Thalassospira	Thalassospira sp001613795
GCF001613935	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis regifaucium
GCF001614315	Bacteria	Pseudomonadota	Gammaproteobacteria	XJ16	Halofilaceae	Halofilum	Halofilum ochraceum
GCF001617365	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter sp001617365
GCF001618005	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Clavibacter	Clavibacter tessellarius_A
GCF001618065	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria flavescens_A
GCF001618075	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria flavescens_D
GCF001618085	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria flavescens_C
GCF001618145	Bacteria	Bacillota	Bacilli	Bacillales_D	Amphibacillaceae	Oceanobacillus	Oceanobacillus damuensis
GCF001618175	Bacteria	Pseudomonadota	Alphaproteobacteria	Oceanibaculales	Oceanibaculaceae	Oceanibaculum	Oceanibaculum pacificum
GCF001618385	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Microbacter	Microbacter jiangxiensis
GCF001618425	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia fusca
GCF001618685	Bacteria	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus subterraneus
GCF001618865	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	Luteitalea pratensis
GCF001618885	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus condimenti
GCF001618955	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Tardiphaga	Tardiphaga robiniae_A
GCF001619585	Bacteria	Bacillota	Bacilli	Bacillales_A	Planococcaceae	Bhargavaea	Bhargavaea cecembensis_A
GCF001619615	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp001619615
GCF001619875	Bacteria	Bacillota	Bacilli	Bacillales_G	Fictibacillaceae	Fictibacillus	Fictibacillus phosphorivorans_B
GCF001620065	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp001620065
GCF001620265	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Frigidibacter	Frigidibacter mobilis
GCF001620365	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis keratiniphila
GCF001622165	Bacteria	Bacteroidota_A	Chlorobiia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum_B
GCF001623075	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Stappiaceae	Pseudovibrio	Pseudovibrio sp001623075
GCF001623405	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Hydrotalea	Hydrotalea flava
GCF001623525	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E fluorescens_Q
GCF001623565	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus marmotae
GCF001623875	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium_AM	Clostridium_AM magnum
GCF001624695	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Stappiaceae	Roseibium	Roseibium sp001624695
GCF001624705	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinomonadaceae	Marinomonas	Marinomonas sp001624705
GCF001625015	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Neolewinella	Neolewinella sp001625015
GCF001625085	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia acidivorans
GCF001625325	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Caenibius	Caenibius estronivorus
GCF001625355	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinomonadaceae	Marinomonas	Marinomonas sp001625355
GCF001625445	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Haladaptatus	Haladaptatus sp001625445
GCF001625565	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas luteoviolacea_F
GCF001625575	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas luteoviolacea_E
GCF001625595	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas luteoviolacea_A
GCF001625655	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas luteoviolacea
GCF001625685	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas luteoviolacea_K
GCF001625695	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas luteoviolacea_B
GCF001628715	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter oryzifermentans
GCF001629705	Bacteria	Bacillota	Bacilli	Bacillales_G	Fictibacillaceae	Fictibacillus	Fictibacillus phosphorivorans_A
GCF001632285	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella catarrhalis
GCF001632745	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina aggregata
GCF001632775	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	Dokdonella koreensis
GCF001632805	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium chelonae
GCF001632845	Bacteria	Pseudomonadota	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Ectothiorhodospira	Ectothiorhodospira sp001632845
GCF001633105	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Acidovorax	Acidovorax sp001633105
GCF001633165	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	Rhodovulum sulfidophilum
GCF001634285	Bacteria	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus_A	Anoxybacillus_A amylolyticus
GCF001634365	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp001634365
GCF001634385	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Rathayibacter	Rathayibacter tanaceti
GCF001634625	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceicoccus	Croceicoccus bisphenolivorans
GCF001634885	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp001634885
GCF001635455	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio sp001635455
GCF001635685	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	Qipengyuania sp001635685
GCF001636055	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E putida_B
GCF001636295	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Cellulomonadaceae	Isoptericola	Isoptericola dokdonensis
GCF001636315	Bacteria	Bacillota	Bacilli	Bacillales_B	DSM-18226	Neobacillus	Neobacillus mesonae
GCF001636345	Bacteria	Bacillota	Bacilli	Bacillales_B	DSM-18226	Cytobacillus	Cytobacillus gottheilii
GCF001636425	Bacteria	Bacillota	Bacilli	Bacillales_B	Bacillaceae_C	Bacillus_AE	Bacillus_AE acidicola
GCF001636545	Bacteria	Thermotogota	Thermotogae	Petrotogales	Kosmotogaceae	Kosmotoga_B	Kosmotoga_B arenicorallina
GCF001636565	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Frankiaceae	Parafrankia	Parafrankia sp001636565
GCF001636615	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp001636615
GCF001636695	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter panaciterrae_A
GCF001636845	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium_B	Clostridium_B ljungdahlii_A
GCF001636945	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001636945
GCF001637205	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus glacialis
GCF001637225	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus antarcticus
GCF001637325	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cochleicola	Cochleicola gelatinilyticus
GCF001639065	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio barjaei
GCF001639105	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	Azospirillum humicireducens
GCF001639145	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Microbulbifer	Microbulbifer sp001639145
GCF001639265	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanacia	Methanacia filiformis
GCF001639275	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella oralis
GCF001639285	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobaculum	Methanobaculum cuticulare
GCF001639295	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanoflexus	Methanoflexus curvatus
GCF001639725	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinomonadaceae	Marinomonas	Marinomonas atlantica
GCF001639745	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinomonadaceae	Marinomonas	Marinomonas gallaica
GCF001640365	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Enterobacteriaceae_A	Arsenophonus	Arsenophonus triatominarum
GCF001641085	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aequorivita	Aequorivita soesokkakensis
GCF001641125	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae	Arthrobacter	Arthrobacter sp001641125
GCF001641285	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella_A	Dyella_A thiooxydans
GCF001641335	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium stylosanthis
GCF001641615	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas gelatinilytica
GCF001641635	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium centrolobii
GCF001641695	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium neotropicale
GCF001641755	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Microbulbifer	Microbulbifer flavimaris
GCF001641825	Bacteria	Pseudomonadota	Gammaproteobacteria	Halothiobacillales	Halothiobacillaceae	Guyparkeria	Guyparkeria sp001641825
GCF001642025	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium namnetense
GCF001642085	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pantholopis
GCF001642325	Bacteria	Desulfobacterota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfatatoraceae	Thermodesulfatator	Thermodesulfatator autotrophicus
GCF001642575	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas floridensis
GCF001642695	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces chilikensis
GCF001642725	Bacteria	Bacillota	Bacilli	Alicyclobacillales	SLC66	Ferroacidibacillus	Ferroacidibacillus organovorans
GCF001642735	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella nitratireducens
GCF001642795	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E viridiflava
GCF001642805	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia surfactantfaciens
GCF001642835	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tamlana_A	Tamlana_A agarivorans
GCF001642935	Bacteria	Bacillota	Bacilli	Bacillales_G	Fictibacillaceae	Fictibacillus	Fictibacillus arsenicus_B
GCF001642955	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rubripirellula	Rubripirellula obstinata
GCF001642995	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces jeddahensis
GCF001643015	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium crudilactis
GCF001643235	Bacteria	Bacillota	Bacilli	Bacillales_B	Domibacillaceae	Domibacillus	Domibacillus aminovorans
GCF001643305	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
GCF001643775	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Denitrobacterium	Denitrobacterium detoxificans
GCF001644015	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomonas	Methylomonas lenta
GCF001644035	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomonas	Methylomonas methanica_A
GCF001644045	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomonas	Methylomonas methanica
GCF001644195	Bacteria	Bacillota	Bacilli	Bacillales_I	Bacillaceae_O	Bacillus_BL	Bacillus_BL marinisedimentorum
GCF001644565	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus puniceus
GCF001644575	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium adipatum
GCF001644605	Bacteria	Bacillota	Bacilli	Paenibacillales	DY6	Paenibacillus_N	Paenibacillus_N swuensis
GCF001644645	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter_B	Flavisolibacter_B tropicus
GCF001644665	Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium pennivorans_A
GCF001644705	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Dickeya	Dickeya solani
GCF001645125	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia ginsengiterrae
GCF001645185	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	MM2	MM2 sp001645185
GCF001645385	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Rhodococcoides	Rhodococcoides kyotonensis_B
GCF001645685	Bacteria	Bacillota	Bacilli	Bacillales_B	DSM-1321	Peribacillus	Peribacillus muralis_A
GCF001645765	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Eperythrozoon_B	Eperythrozoon_B haematobovis
GCF001646655	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus gordoniae
GCF001646785	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus phenolicus
GCF001646865	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Aldersonia	Aldersonia kunmingensis
GCF001646945	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	Endozoicomonas	Endozoicomonas ascidiicola
GCF001647025	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	Endozoicomonas	Endozoicomonas atrinae
GCF001647085	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus piezophilus
GCF001647195	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Rhodococcoides	Rhodococcoides sp001647195
GCF001647275	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Rufibacter	Rufibacter ruber
GCF001647285	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Rufibacter	Rufibacter roseus
GCF001647545	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp001647545
GCF001647675	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp001647675
GCF001647715	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E antarctica_A
GCF001648115	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Enterobacteriaceae_A	Buchnera_B	Buchnera_B aphidicola_N
GCF001648155	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium glaciei
GCF001648175	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halotalea	Halotalea alkalilenta_A
GCF001648355	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	Eikenella longinqua
GCF001648475	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	Eikenella halliae
GCF001648555	Bacteria	Bacillota	Bacilli	Bacillales_B	Bacillaceae_B	Rossellomorea	Rossellomorea aquimaris
GCF001648595	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella bozemanae
GCF001648775	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E fluorescens_M
GCF001648895	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	MM1	MM1 sp001648895
GCF001650025	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia elaeis
GCF001650195	Bacteria	Cyanobacteriota	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Phormidesmis_A	Phormidesmis_A priestleyi_B
GCF001650315	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp001650315
GCF001650345	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium jeanii
GCF001650405	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp001650405
GCF001650495	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium iranicum_A
GCF001650635	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillum	Magnetospirillum moscoviense
GCF001650695	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus islandicus
GCF001650715	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Paramagnetospirillum	Paramagnetospirillum marisnigri
GCF001650735	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp001650735
GCF001650875	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp001650875
GCF001650905	Bacteria	Bacteroidota_A	Rhodothermia	Balneolales	Balneolaceae	Balneola	Balneola sp001650905
GCF001650915	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter sp001650915
GCF001651035	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Vreelandella	Vreelandella sp001651035
GCF001651805	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Balneatricaceae	Marinobacterium_A	Marinobacterium_A aestuarii
GCF001651855	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium americanum
GCF001651865	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium glycinis
GCF001651875	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium saheli
